order_id,product_id,quantity,unit_price
O00000035,P00791,2,1504.52
O00000035,P00416,2,1662.18
O00000035,P00380,4,1488.14
O00000035,P00002,1,310.54
O00000036,P00636,3,47.92
O00000037,P00180,1,163069.17
O00000037,P00793,2,66580.0
O00000037,P00343,2,28431.67
O00000038,P00065,3,81440.0
O00000039,P00636,3,3024.17
O00000039,P00710,1,7831.67
O00000039,P00469,1,58655.83
O00000039,P00184,3,174815.0
O00000040,P00699,2,22672.5
O00000040,P00431,4,126839.17
O00000040,P00022,3,30889.17
O00000040,P00023,2,48858.33
O00000041,P00682,4,1057.39
O00000041,P00581,2,1346.4
O00000041,P00314,2,258.13
O00000041,P00233,4,1390.69
O00000041,P00296,1,792.0
O00000042,P00120,1,798.56
O00000042,P00589,2,803.51
O00000043,P00460,2,1031.64
O00000043,P00125,1,635.69
O00000043,P00512,2,1743.5
O00000044,P00683,2,12779.17
O00000044,P00747,4,119680.83
O00000044,P00116,4,175391.67
O00000044,P00143,1,128275.0
O00000044,P00412,2,6548.33
O00000045,P00201,1,173.85
O00000045,P00457,1,1484.45
O00000045,P00404,2,1982.8
O00000046,P00354,3,698.37
O00000046,P00457,1,817.89
O00000046,P00455,4,886.49
O00000047,P00213,3,1111.1
O00000047,P00538,3,265.64
O00000048,P00297,4,860.09
O00000048,P00310,3,386.97
O00000048,P00758,4,164.85
O00000048,P00003,2,439.12
O00000049,P00505,1,1332.06
O00000049,P00371,4,1803.73
O00000049,P00265,4,1750.62
O00000050,P00366,2,322.63
O00000050,P00370,4,1012.93
O00000051,P00557,3,1691.66
O00000051,P00702,3,799.96
O00000052,P00422,3,1853.96
O00000052,P00167,1,862.04
O00000052,P00516,2,810.68
O00000052,P00573,1,673.72
O00000053,P00612,3,1204.06
O00000053,P00312,1,622.95
O00000053,P00122,2,744.43
O00000053,P00711,2,1531.61
O00000054,P00044,2,1082.14
O00000054,P00676,1,76.12
O00000054,P00260,1,1854.96
O00000054,P00684,1,2050.72
O00000055,P00765,3,1241.54
O00000055,P00357,3,612.76
O00000056,P00773,1,23400.83
O00000056,P00102,2,188294.17
O00000057,P00389,4,627.84
O00000057,P00234,4,625.05
O00000057,P00322,1,1133.33
O00000058,P00291,4,1121.1
O00000058,P00320,4,869.82
O00000058,P00418,3,1669.68
O00000058,P00439,2,1712.73
O00000059,P00123,2,2421.23
O00000060,P00414,1,98.94
O00000060,P00435,4,1071.04
O00000060,P00731,3,1419.77
O00000060,P00660,4,1523.65
O00000060,P00683,4,151.52
O00000061,P00031,1,349.19
O00000061,P00070,4,1746.59
O00000062,P00503,3,100316.67
O00000062,P00554,1,142725.83
O00000062,P00033,4,189188.33
O00000062,P00122,4,77114.17
O00000063,P00504,4,1698.95
O00000063,P00733,4,1906.09
O00000064,P00401,3,230195.59
O00000065,P00028,3,1770.49
O00000065,P00439,3,2424.01
O00000065,P00422,3,1305.27
O00000065,P00251,2,497.64
O00000065,P00320,1,1536.91
O00000066,P00432,3,183152.94
O00000066,P00481,1,157477.94
O00000066,P00387,4,101626.47
O00000066,P00101,4,62819.12
O00000066,P00692,2,106885.29
O00000067,P00651,1,2034.29
O00000067,P00549,2,105.72
O00000067,P00049,3,506.42
O00000067,P00412,2,78.07
O00000068,P00444,3,225976.47
O00000068,P00412,3,12401.47
O00000068,P00465,2,232775.0
O00000069,P00630,4,128394.17
O00000069,P00745,1,34165.83
O00000069,P00374,4,31688.33
O00000069,P00155,3,71435.83
O00000069,P00421,3,76450.0
O00000070,P00245,1,1075.07
O00000070,P00029,2,1656.88
O00000070,P00318,4,1014.02
O00000070,P00447,4,1326.65
O00000071,P00181,1,1386.28
O00000071,P00498,1,1142.12
O00000071,P00086,3,2769.61
O00000071,P00066,4,2259.48
O00000071,P00688,1,1609.87
O00000072,P00258,4,3012.18
O00000072,P00244,1,1714.01
O00000072,P00321,3,2058.0
O00000072,P00755,4,2534.42
O00000072,P00762,2,2240.51
O00000073,P00058,4,2691.78
O00000073,P00717,1,1110.08
O00000073,P00434,4,1401.59
O00000073,P00285,2,1316.96
O00000073,P00733,3,1869.8
O00000074,P00655,3,564.97
O00000074,P00702,1,528.5
O00000074,P00243,4,1163.86
O00000075,P00165,4,137760.0
O00000075,P00786,4,9874.17
O00000076,P00103,2,3021.44
O00000076,P00519,1,1567.27
O00000076,P00617,3,3058.53
O00000076,P00029,1,2640.36
O00000077,P00085,1,102179.17
O00000077,P00529,2,62998.33
O00000077,P00703,4,133875.83
O00000077,P00328,4,22548.33
O00000077,P00753,2,134485.0
O00000078,P00230,1,1847.3
O00000078,P00572,2,1543.57
O00000078,P00474,2,241.0
O00000078,P00173,1,2349.16
O00000078,P00440,3,2164.51
O00000079,P00196,3,735.99
O00000079,P00507,4,488.53
O00000080,P00269,2,326.31
O00000080,P00255,3,1621.74
O00000080,P00663,4,223.5
O00000081,P00754,3,2032.97
O00000081,P00571,1,87.83
O00000081,P00241,4,2366.42
O00000081,P00621,1,129.58
O00000082,P00516,4,51735.0
O00000082,P00480,2,93895.83
O00000083,P00766,3,1471.04
O00000083,P00290,3,1447.0
O00000083,P00780,3,193.07
O00000084,P00153,1,1310.69
O00000084,P00037,4,1003.95
O00000085,P00505,1,1166.9
O00000085,P00152,1,346.38
O00000085,P00209,3,1105.76
O00000085,P00173,3,1484.66
O00000086,P00694,1,1655.94
O00000086,P00027,3,1567.59
O00000086,P00697,1,803.5
O00000086,P00605,1,1522.03
O00000087,P00609,1,235.22
O00000087,P00045,4,1372.47
O00000087,P00750,2,918.25
O00000088,P00246,4,122257.5
O00000088,P00214,2,114228.33
O00000089,P00135,3,1628.83
O00000089,P00377,2,2255.83
O00000089,P00398,4,1662.81
O00000089,P00615,4,1478.83
O00000089,P00433,3,1503.62
O00000090,P00645,1,101.06
O00000090,P00448,1,16.94
O00000090,P00490,3,255.66
O00000090,P00131,3,965.7
O00000090,P00536,4,1133.52
O00000091,P00677,3,900.56
O00000091,P00600,1,2051.26
O00000091,P00017,1,1404.35
O00000091,P00474,2,219.68
O00000092,P00350,2,122519.12
O00000092,P00081,3,204717.65
O00000092,P00109,4,100761.76
O00000093,P00744,4,2007.86
O00000093,P00632,3,430.38
O00000093,P00707,4,1158.72
O00000093,P00090,2,1168.81
O00000093,P00196,1,1322.03
O00000094,P00309,4,596.23
O00000095,P00461,2,1350.58
O00000096,P00755,3,1839.96
O00000096,P00410,4,2516.19
O00000096,P00743,4,1002.55
O00000096,P00063,1,2394.23
O00000097,P00638,3,1450.71
O00000097,P00447,1,1169.93
O00000097,P00744,2,1593.21
O00000097,P00449,2,1701.96
O00000098,P00427,3,2013.0
O00000098,P00166,2,575.61
O00000098,P00768,1,520.72
O00000098,P00133,2,2714.23
O00000099,P00368,3,1680.23
O00000100,P00349,3,920.03
O00000100,P00789,3,1652.62
O00000100,P00707,1,661.93
O00000101,P00576,1,2172.58
O00000102,P00158,3,1031.74
O00000103,P00518,2,95285.83
O00000103,P00382,4,75096.67
O00000103,P00681,2,132771.67
O00000104,P00031,4,399.38
O00000104,P00011,1,1774.93
O00000104,P00323,4,1457.19
O00000105,P00647,3,6127.94
O00000106,P00457,2,1665.48
O00000106,P00640,4,2103.98
O00000106,P00665,4,1077.98
O00000106,P00309,1,954.06
O00000107,P00534,3,250338.24
O00000107,P00164,1,171648.53
O00000107,P00553,3,51414.71
O00000108,P00049,1,37249.17
O00000109,P00610,2,96657.35
O00000109,P00292,2,139438.24
O00000109,P00533,2,241397.06
O00000109,P00529,2,110232.35
O00000109,P00370,4,148182.35
O00000110,P00413,4,2358.77
O00000110,P00599,4,3029.67
O00000110,P00451,4,631.42
O00000110,P00427,2,1543.84
O00000110,P00131,4,1799.58
O00000111,P00122,4,117211.76
O00000111,P00379,3,32257.35
O00000111,P00157,1,184923.53
O00000112,P00003,1,338.76
O00000112,P00070,1,1576.68
O00000112,P00587,3,1507.11
O00000112,P00346,4,888.87
O00000113,P00153,3,1918.87
O00000113,P00640,4,1862.0
O00000113,P00405,3,2377.25
O00000113,P00687,4,1353.12
O00000114,P00634,1,2018.36
O00000114,P00535,2,2188.45
O00000115,P00252,4,113195.0
O00000115,P00547,3,14691.67
O00000116,P00102,2,1768.14
O00000117,P00186,1,133267.65
O00000117,P00306,4,184538.24
O00000117,P00146,4,35720.59
O00000118,P00276,1,1311.16
O00000119,P00601,1,69145.0
O00000119,P00569,2,7093.33
O00000119,P00417,4,5005.0
O00000119,P00652,2,7820.83
O00000119,P00146,3,17775.0
O00000120,P00280,3,550.28
O00000120,P00390,3,1904.66
O00000120,P00218,3,78.82
O00000120,P00757,1,386.95
O00000121,P00517,3,1106.19
O00000121,P00351,3,2164.41
O00000121,P00725,4,1030.54
O00000121,P00679,3,854.63
O00000121,P00471,3,377.56
O00000122,P00552,1,2281.99
O00000122,P00665,1,852.78
O00000122,P00688,4,1552.27
O00000122,P00362,4,2194.76
O00000123,P00227,1,12.05
O00000124,P00288,4,104394.17
O00000125,P00506,2,144986.76
O00000125,P00676,2,6929.41
O00000125,P00132,1,34920.59
O00000125,P00584,2,189551.47
O00000125,P00747,3,197941.18
O00000126,P00443,4,1813.74
O00000126,P00697,4,1222.35
O00000126,P00530,1,182.07
O00000127,P00084,1,1144.01
O00000127,P00232,4,1107.19
O00000127,P00256,2,1112.23
O00000128,P00485,2,359.65
O00000129,P00783,1,98895.59
O00000129,P00593,1,92407.35
O00000129,P00063,1,255748.53
O00000129,P00711,1,251816.18
O00000130,P00391,4,228.11
O00000130,P00771,4,1210.39
O00000130,P00614,1,601.62
O00000131,P00337,2,354.1
O00000131,P00013,1,1143.82
O00000131,P00199,2,96.1
O00000131,P00263,3,1494.26
O00000131,P00743,4,581.29
O00000132,P00795,2,163029.41
O00000132,P00317,3,251354.41
O00000132,P00009,2,191782.35
O00000132,P00520,1,243302.94
O00000132,P00201,2,23976.47
O00000133,P00593,3,115916.18
O00000133,P00429,3,75301.47
O00000133,P00466,1,79804.41
O00000134,P00211,4,1587.53
O00000134,P00007,3,862.85
O00000134,P00367,1,450.8
O00000134,P00146,3,276.89
O00000135,P00737,2,912.67
O00000135,P00568,2,181.85
O00000135,P00023,2,544.39
O00000136,P00246,3,164408.33
O00000136,P00677,2,93707.5
O00000136,P00639,4,100640.0
O00000136,P00067,1,59458.33
O00000137,P00652,2,14486.76
O00000137,P00782,2,35132.35
O00000137,P00302,2,29676.47
O00000137,P00055,3,298083.82
O00000138,P00770,3,42751.47
O00000138,P00476,2,94451.47
O00000138,P00383,4,280529.41
O00000138,P00507,4,82620.59
O00000139,P00314,4,267.34
O00000139,P00586,2,1321.3
O00000140,P00637,3,700.94
O00000140,P00479,4,1510.01
O00000140,P00510,3,780.11
O00000140,P00026,2,551.4
O00000140,P00272,1,543.06
O00000141,P00206,3,788.07
O00000141,P00338,3,1429.08
O00000141,P00787,3,92.59
O00000141,P00619,2,699.37
O00000141,P00771,3,1088.67
O00000142,P00780,2,219.8
O00000142,P00234,2,696.09
O00000142,P00215,4,166.18
O00000142,P00602,4,642.37
O00000142,P00473,3,388.51
O00000143,P00031,3,235.7
O00000143,P00132,3,262.82
O00000143,P00010,4,317.04
O00000143,P00364,3,687.68
O00000143,P00436,4,409.97
O00000144,P00623,4,46473.53
O00000144,P00210,4,216176.47
O00000144,P00396,2,190823.53
O00000144,P00337,4,81488.24
O00000144,P00312,1,78280.88
O00000145,P00072,4,67.44
O00000145,P00239,3,399.69
O00000146,P00429,4,601.49
O00000146,P00399,2,892.61
O00000146,P00211,3,1211.23
O00000146,P00727,4,1199.26
O00000146,P00589,3,851.78
O00000147,P00620,2,682.65
O00000147,P00583,4,1232.58
O00000147,P00590,1,2171.19
O00000147,P00295,4,338.02
O00000148,P00675,2,402.12
O00000148,P00098,4,709.82
O00000148,P00045,2,872.15
O00000148,P00162,3,1223.73
O00000149,P00125,3,474.3
O00000149,P00108,3,463.1
O00000149,P00169,3,1318.47
O00000149,P00046,4,833.72
O00000149,P00655,4,463.38
O00000150,P00070,1,1435.98
O00000150,P00249,4,1076.73
O00000150,P00286,2,64.23
O00000150,P00019,1,1368.94
O00000151,P00367,2,268.01
O00000151,P00036,2,601.95
O00000151,P00049,1,404.06
O00000151,P00316,4,1021.34
O00000152,P00346,2,1039.38
O00000153,P00335,3,10132.35
O00000154,P00016,4,32577.5
O00000154,P00013,4,101680.0
O00000155,P00786,4,101.38
O00000155,P00105,2,752.09
O00000155,P00098,3,784.2
O00000156,P00600,4,1765.07
O00000156,P00656,2,1255.17
O00000156,P00722,1,1034.4
O00000156,P00632,1,273.28
O00000156,P00756,4,1497.74
O00000157,P00658,1,1285.44
O00000157,P00743,4,728.43
O00000158,P00235,3,2039.53
O00000159,P00534,3,198264.71
O00000159,P00645,1,16742.65
O00000159,P00504,1,221267.65
O00000159,P00054,2,333827.94
O00000160,P00739,2,94702.5
O00000160,P00181,2,57453.33
O00000161,P00172,4,801.43
O00000161,P00518,4,1210.89
O00000161,P00494,1,99.32
O00000161,P00438,1,441.66
O00000162,P00493,1,28891.18
O00000162,P00733,4,158355.88
O00000162,P00195,1,124155.88
O00000162,P00513,3,161017.65
O00000162,P00426,4,212248.53
O00000163,P00580,2,1658.38
O00000163,P00447,3,1500.09
O00000163,P00770,3,291.99
O00000163,P00501,3,2103.33
O00000164,P00268,4,1222.73
O00000164,P00151,3,2109.03
O00000165,P00083,2,894.1
O00000165,P00170,4,21.94
O00000165,P00310,4,237.54
O00000165,P00752,4,242.94
O00000165,P00746,1,417.81
O00000166,P00002,1,311.94
O00000166,P00714,4,933.08
O00000166,P00671,3,899.67
O00000166,P00175,2,92.27
O00000167,P00191,2,11713.24
O00000167,P00188,2,207252.94
O00000168,P00128,3,92.55
O00000168,P00031,2,341.32
O00000168,P00689,1,838.92
O00000168,P00273,1,1122.8
O00000169,P00780,3,41344.12
O00000169,P00485,3,50277.94
O00000169,P00345,3,275289.71
O00000169,P00352,3,320961.76
O00000169,P00370,4,167989.71
O00000170,P00126,3,1861.81
O00000170,P00770,2,275.56
O00000170,P00634,4,1716.44
O00000170,P00677,2,765.85
O00000170,P00654,3,562.1
O00000171,P00757,1,315.98
O00000171,P00488,1,1510.46
O00000171,P00301,2,1217.78
O00000171,P00533,1,1327.32
O00000172,P00247,2,300.52
O00000172,P00772,1,102.53
O00000172,P00733,1,1655.34
O00000172,P00335,4,116.23
O00000172,P00226,3,1967.28
O00000173,P00067,3,1068.77
O00000173,P00735,4,2079.42
O00000173,P00576,4,2433.53
O00000173,P00229,3,2114.69
O00000173,P00090,1,1143.64
O00000174,P00319,1,817.69
O00000175,P00605,2,179498.53
O00000175,P00010,4,48025.0
O00000175,P00304,2,112627.94
O00000175,P00467,2,262188.24
O00000175,P00150,1,304370.59
O00000176,P00061,3,62687.5
O00000176,P00734,2,185960.0
O00000176,P00231,1,75794.17
O00000176,P00795,2,122900.83
O00000177,P00433,4,880.73
O00000177,P00776,4,1173.37
O00000177,P00541,3,1296.82
O00000178,P00592,2,952.36
O00000178,P00495,3,1419.56
O00000179,P00386,4,1456.26
O00000179,P00173,1,1517.56
O00000180,P00407,4,1476.21
O00000180,P00611,2,1974.57
O00000181,P00123,1,112299.17
O00000182,P00186,4,1121.22
O00000182,P00661,4,601.95
O00000182,P00129,1,2374.09
O00000182,P00731,2,1808.24
O00000182,P00718,1,638.18
O00000183,P00675,1,548.91
O00000183,P00614,2,664.51
O00000184,P00087,1,527.73
O00000185,P00675,4,58616.18
O00000185,P00503,3,175652.94
O00000185,P00361,2,48182.35
O00000186,P00606,3,131166.18
O00000186,P00747,4,187330.88
O00000187,P00712,2,579.28
O00000187,P00073,3,2318.41
O00000187,P00714,2,1692.75
O00000187,P00578,2,183.45
O00000188,P00417,1,104.89
O00000188,P00092,3,1627.33
O00000188,P00797,3,697.31
O00000188,P00232,3,1269.61
O00000188,P00387,2,1105.92
O00000189,P00098,3,1199.84
O00000189,P00289,3,599.73
O00000189,P00050,2,384.05
O00000189,P00770,4,342.86
O00000190,P00582,3,296.73
O00000190,P00743,3,833.31
O00000190,P00256,4,1390.9
O00000190,P00188,4,1724.76
O00000191,P00313,4,63814.17
O00000192,P00011,4,248026.47
O00000192,P00749,2,280117.65
O00000192,P00528,1,282422.06
O00000192,P00632,2,50667.65
O00000193,P00044,4,1759.83
O00000193,P00691,2,1079.58
O00000193,P00376,2,1961.16
O00000193,P00053,4,197.55
O00000193,P00175,3,194.72
O00000194,P00756,4,1115.31
O00000195,P00631,4,153325.0
O00000196,P00542,2,1738.11
O00000197,P00307,3,1492.34
O00000197,P00187,3,916.62
O00000197,P00450,4,682.94
O00000198,P00432,3,1655.81
O00000198,P00165,2,1715.08
O00000198,P00682,3,1054.94
O00000198,P00501,4,2022.19
O00000199,P00111,1,1499.79
O00000200,P00445,4,2390.64
O00000201,P00786,1,112.66
O00000201,P00718,2,487.05
O00000201,P00440,2,1707.11
O00000202,P00136,4,959.42
O00000203,P00717,2,115864.71
O00000203,P00437,4,125551.47
O00000203,P00438,1,67810.29
O00000204,P00218,3,95.25
O00000204,P00622,1,777.95
O00000204,P00259,4,478.8
O00000205,P00760,3,154115.83
O00000205,P00604,3,59880.83
O00000205,P00283,2,44528.33
O00000206,P00102,1,2107.44
O00000206,P00634,3,1454.42
O00000206,P00486,2,1227.14
O00000206,P00158,1,1088.39
O00000207,P00495,4,1236.58
O00000208,P00526,1,635.39
O00000208,P00769,4,2800.16
O00000208,P00400,4,1300.22
O00000208,P00212,2,2046.3
O00000208,P00586,2,2278.78
O00000209,P00304,3,1056.62
O00000209,P00176,2,1885.54
O00000210,P00216,1,11.73
O00000210,P00356,3,736.47
O00000211,P00641,1,125964.17
O00000212,P00642,2,1859.05
O00000212,P00226,3,1674.22
O00000212,P00596,4,50.55
O00000213,P00181,2,615.38
O00000213,P00747,2,1300.68
O00000214,P00466,4,365.3
O00000214,P00540,2,842.07
O00000215,P00136,2,1902.89
O00000216,P00492,4,1564.91
O00000216,P00315,3,1533.55
O00000217,P00304,1,769.46
O00000217,P00426,2,972.34
O00000217,P00230,1,1032.48
O00000217,P00395,2,986.01
O00000217,P00294,2,779.24
O00000218,P00087,1,405.84
O00000218,P00183,4,1398.2
O00000218,P00615,2,1213.25
O00000219,P00678,3,139359.17
O00000219,P00729,1,152590.0
O00000219,P00153,2,113652.5
O00000219,P00400,4,72380.83
O00000220,P00786,4,92.54
O00000220,P00507,4,569.05
O00000221,P00550,2,1071.48
O00000221,P00595,4,4.36
O00000221,P00796,2,404.15
O00000221,P00241,3,834.42
O00000221,P00018,3,544.98
O00000222,P00058,2,2249.54
O00000222,P00713,2,1602.55
O00000223,P00609,2,131.2
O00000223,P00375,2,1322.46
O00000223,P00079,1,621.19
O00000223,P00427,2,1274.24
O00000224,P00294,1,777.01
O00000225,P00697,4,740.62
O00000225,P00265,3,1275.76
O00000225,P00434,2,702.66
O00000225,P00095,4,56.94
O00000226,P00710,4,143.77
O00000227,P00112,1,234.03
O00000227,P00618,3,865.78
O00000227,P00289,2,400.55
O00000228,P00584,1,95584.17
O00000229,P00408,2,109170.0
O00000229,P00401,3,155498.33
O00000229,P00720,1,29045.0
O00000230,P00156,4,74265.83
O00000230,P00641,1,131713.33
O00000231,P00747,3,221026.47
O00000231,P00135,3,131752.94
O00000231,P00639,4,125870.59
O00000231,P00730,4,17719.12
O00000231,P00626,1,86350.0
O00000232,P00303,2,83767.5
O00000232,P00591,3,119986.67
O00000233,P00127,4,1495.55
O00000233,P00294,4,1003.92
O00000234,P00270,1,238700.0
O00000234,P00660,1,281527.94
O00000234,P00251,1,52213.24
O00000234,P00108,3,83916.18
O00000235,P00658,4,1211.38
O00000235,P00185,1,1301.29
O00000235,P00407,4,1128.03
O00000235,P00337,1,389.25
O00000236,P00033,4,135474.17
O00000236,P00371,4,174506.67
O00000236,P00219,1,121231.67
O00000236,P00024,4,7645.83
O00000236,P00651,2,134305.0
O00000237,P00686,3,189114.71
O00000237,P00056,1,134977.94
O00000238,P00364,4,1703.75
O00000238,P00575,2,1279.61
O00000238,P00684,2,2000.28
O00000238,P00752,3,347.23
O00000239,P00740,1,46744.17
O00000239,P00129,4,166153.33
O00000239,P00593,1,51132.5
O00000239,P00764,2,60206.67
O00000239,P00560,2,51574.17
O00000240,P00515,1,132765.83
O00000240,P00665,4,50007.5
O00000240,P00361,3,28727.5
O00000241,P00167,4,100733.82
O00000241,P00676,4,8838.24
O00000241,P00719,1,221855.88
O00000241,P00107,1,175360.29
O00000241,P00632,4,36617.65
O00000242,P00565,4,1283.58
O00000242,P00481,1,780.6
O00000242,P00476,4,744.83
O00000242,P00661,4,360.27
O00000243,P00690,2,117321.67
O00000243,P00425,1,46909.17
O00000243,P00158,3,130775.0
O00000243,P00532,3,127295.0
O00000244,P00413,3,2067.42
O00000244,P00448,2,23.89
O00000245,P00163,3,1671.23
O00000245,P00096,1,2056.34
O00000245,P00644,2,598.72
O00000245,P00725,1,1701.72
O00000245,P00026,2,1138.07
O00000246,P00789,3,2963.58
O00000246,P00282,1,1404.83
O00000246,P00643,1,942.58
O00000246,P00594,1,954.17
O00000247,P00507,3,721.42
O00000248,P00649,4,183.08
O00000248,P00185,3,896.59
O00000248,P00183,1,935.88
O00000249,P00125,2,109425.0
O00000249,P00549,1,18485.29
O00000249,P00780,2,31251.47
O00000250,P00205,1,125531.67
O00000250,P00565,3,134782.5
O00000250,P00508,4,51143.33
O00000250,P00410,2,138912.5
O00000251,P00211,4,109067.5
O00000251,P00457,4,79866.67
O00000252,P00035,3,1473.53
O00000252,P00301,3,1076.94
O00000253,P00381,2,1702.61
O00000253,P00126,1,1354.44
O00000253,P00012,3,1336.33
O00000254,P00285,1,1061.55
O00000254,P00662,4,1952.51
O00000254,P00446,3,355.85
O00000254,P00203,2,368.36
O00000254,P00506,4,790.8
O00000255,P00591,1,1118.42
O00000255,P00660,1,1626.83
O00000256,P00426,3,884.17
O00000257,P00714,4,796.09
O00000257,P00657,1,1727.22
O00000257,P00633,1,891.13
O00000258,P00551,1,1063.07
O00000258,P00054,3,2062.56
O00000258,P00045,1,716.44
O00000259,P00142,4,52950.83
O00000259,P00327,2,135901.67
O00000260,P00792,4,120161.67
O00000260,P00271,3,54751.67
O00000260,P00362,2,127302.5
O00000261,P00687,2,723.38
O00000262,P00726,4,1645.85
O00000262,P00517,1,1631.34
O00000262,P00225,3,323.43
O00000263,P00592,1,1635.67
O00000263,P00110,1,2413.77
O00000263,P00472,2,1133.11
O00000264,P00442,3,1244.7
O00000264,P00280,3,325.24
O00000264,P00665,4,543.3
O00000264,P00433,2,675.65
O00000264,P00413,2,1090.8
O00000265,P00118,1,798.6
O00000265,P00590,3,1775.76
O00000266,P00508,2,828.56
O00000266,P00209,3,2611.53
O00000266,P00723,3,3145.97
O00000267,P00171,2,1952.75
O00000268,P00609,3,299.84
O00000269,P00234,2,129444.12
O00000269,P00794,1,116019.12
O00000269,P00754,3,226370.59
O00000270,P00496,1,165319.12
O00000270,P00532,1,206630.88
O00000270,P00421,2,125439.71
O00000270,P00146,3,30841.18
O00000270,P00251,4,57177.94
O00000271,P00180,3,1779.17
O00000271,P00358,3,1213.76
O00000271,P00428,3,750.03
O00000271,P00043,3,378.98
O00000271,P00126,4,1410.85
O00000272,P00639,2,142138.24
O00000272,P00296,1,189735.29
O00000272,P00016,4,44210.29
O00000273,P00291,2,1179.09
O00000273,P00731,3,1103.68
O00000273,P00751,2,1650.87
O00000274,P00268,3,552.21
O00000275,P00257,2,1262.59
O00000275,P00205,3,2310.06
O00000276,P00480,3,192502.94
O00000276,P00431,4,201233.82
O00000276,P00573,1,89698.53
O00000277,P00557,3,828.66
O00000277,P00403,2,1030.07
O00000277,P00007,4,825.82
O00000277,P00531,4,1144.8
O00000277,P00087,1,327.55
O00000278,P00719,2,1980.19
O00000279,P00737,1,98492.5
O00000279,P00639,2,73938.33
O00000279,P00001,2,91589.17
O00000280,P00415,4,1182.65
O00000280,P00241,3,1469.44
O00000280,P00698,4,415.9
O00000281,P00760,2,1545.86
O00000281,P00297,3,769.76
O00000281,P00603,4,452.61
O00000281,P00282,4,676.72
O00000281,P00110,4,1542.94
O00000282,P00143,4,1922.33
O00000282,P00470,3,860.14
O00000282,P00163,3,1403.31
O00000283,P00361,3,277.58
